time,L1,L2,L3,L4,L5
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,0,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,0,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,0,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,0
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
1.58417E+18,60,102.45,207.02,25.5,6.84
